sample_name,read_1,read_2,accession_number,year,country,publication,purpose
ERR2602765,/data/slow/bdri/azuza/samples/ERR2602765_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602765_2.fastq.gz,ERR2602765,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602766,/data/slow/bdri/azuza/samples/ERR2602766_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602766_2.fastq.gz,ERR2602766,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602767,/data/slow/bdri/azuza/samples/ERR2602767_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602767_2.fastq.gz,ERR2602767,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602782,/data/slow/bdri/azuza/samples/ERR2602782_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602782_2.fastq.gz,ERR2602782,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602831,/data/slow/bdri/azuza/samples/ERR2602831_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602831_2.fastq.gz,ERR2602831,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602593,/data/slow/bdri/azuza/samples/ERR2602593_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602593_2.fastq.gz,ERR2602593,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602595,/data/slow/bdri/azuza/samples/ERR2602595_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602595_2.fastq.gz,ERR2602595,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602596,/data/slow/bdri/azuza/samples/ERR2602596_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602596_2.fastq.gz,ERR2602596,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602597,/data/slow/bdri/azuza/samples/ERR2602597_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602597_2.fastq.gz,ERR2602597,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602604,/data/slow/bdri/azuza/samples/ERR2602604_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602604_2.fastq.gz,ERR2602604,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602605,/data/slow/bdri/azuza/samples/ERR2602605_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602605_2.fastq.gz,ERR2602605,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602607,/data/slow/bdri/azuza/samples/ERR2602607_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602607_2.fastq.gz,ERR2602607,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602608,/data/slow/bdri/azuza/samples/ERR2602608_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602608_2.fastq.gz,ERR2602608,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602612,/data/slow/bdri/azuza/samples/ERR2602612_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602612_2.fastq.gz,ERR2602612,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602570,/data/slow/bdri/azuza/samples/ERR2602570_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602570_2.fastq.gz,ERR2602570,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602616,/data/slow/bdri/azuza/samples/ERR2602616_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602616_2.fastq.gz,ERR2602616,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602620,/data/slow/bdri/azuza/samples/ERR2602620_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602620_2.fastq.gz,ERR2602620,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602624,/data/slow/bdri/azuza/samples/ERR2602624_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602624_2.fastq.gz,ERR2602624,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602626,/data/slow/bdri/azuza/samples/ERR2602626_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602626_2.fastq.gz,ERR2602626,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602631,/data/slow/bdri/azuza/samples/ERR2602631_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602631_2.fastq.gz,ERR2602631,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602634,/data/slow/bdri/azuza/samples/ERR2602634_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602634_2.fastq.gz,ERR2602634,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602639,/data/slow/bdri/azuza/samples/ERR2602639_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602639_2.fastq.gz,ERR2602639,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602573,/data/slow/bdri/azuza/samples/ERR2602573_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602573_2.fastq.gz,ERR2602573,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602656,/data/slow/bdri/azuza/samples/ERR2602656_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602656_2.fastq.gz,ERR2602656,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602666,/data/slow/bdri/azuza/samples/ERR2602666_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602666_2.fastq.gz,ERR2602666,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602576,/data/slow/bdri/azuza/samples/ERR2602576_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602576_2.fastq.gz,ERR2602576,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602686,/data/slow/bdri/azuza/samples/ERR2602686_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602686_2.fastq.gz,ERR2602686,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602695,/data/slow/bdri/azuza/samples/ERR2602695_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602695_2.fastq.gz,ERR2602695,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602696,/data/slow/bdri/azuza/samples/ERR2602696_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602696_2.fastq.gz,ERR2602696,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602706,/data/slow/bdri/azuza/samples/ERR2602706_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602706_2.fastq.gz,ERR2602706,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602726,/data/slow/bdri/azuza/samples/ERR2602726_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602726_2.fastq.gz,ERR2602726,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR3312489,/data/slow/bdri/azuza/samples/ERR3312489_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR3312489_2.fastq.gz,ERR3312489,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602775,/data/slow/bdri/azuza/samples/ERR2602775_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602775_2.fastq.gz,ERR2602775,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602808,/data/slow/bdri/azuza/samples/ERR2602808_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602808_2.fastq.gz,ERR2602808,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602822,/data/slow/bdri/azuza/samples/ERR2602822_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602822_2.fastq.gz,ERR2602822,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602840,/data/slow/bdri/azuza/samples/ERR2602840_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602840_2.fastq.gz,ERR2602840,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602670,/data/slow/bdri/azuza/samples/ERR2602670_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602670_2.fastq.gz,ERR2602670,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602671,/data/slow/bdri/azuza/samples/ERR2602671_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602671_2.fastq.gz,ERR2602671,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602690,/data/slow/bdri/azuza/samples/ERR2602690_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602690_2.fastq.gz,ERR2602690,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602578,/data/slow/bdri/azuza/samples/ERR2602578_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602578_2.fastq.gz,ERR2602578,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602701,/data/slow/bdri/azuza/samples/ERR2602701_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602701_2.fastq.gz,ERR2602701,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602702,/data/slow/bdri/azuza/samples/ERR2602702_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602702_2.fastq.gz,ERR2602702,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602708,/data/slow/bdri/azuza/samples/ERR2602708_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602708_2.fastq.gz,ERR2602708,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602709,/data/slow/bdri/azuza/samples/ERR2602709_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602709_2.fastq.gz,ERR2602709,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602723,/data/slow/bdri/azuza/samples/ERR2602723_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602723_2.fastq.gz,ERR2602723,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602727,/data/slow/bdri/azuza/samples/ERR2602727_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602727_2.fastq.gz,ERR2602727,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602734,/data/slow/bdri/azuza/samples/ERR2602734_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602734_2.fastq.gz,ERR2602734,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602745,/data/slow/bdri/azuza/samples/ERR2602745_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602745_2.fastq.gz,ERR2602745,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602747,/data/slow/bdri/azuza/samples/ERR2602747_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602747_2.fastq.gz,ERR2602747,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602756,/data/slow/bdri/azuza/samples/ERR2602756_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602756_2.fastq.gz,ERR2602756,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602757,/data/slow/bdri/azuza/samples/ERR2602757_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602757_2.fastq.gz,ERR2602757,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602585,/data/slow/bdri/azuza/samples/ERR2602585_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602585_2.fastq.gz,ERR2602585,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602763,/data/slow/bdri/azuza/samples/ERR2602763_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602763_2.fastq.gz,ERR2602763,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602779,/data/slow/bdri/azuza/samples/ERR2602779_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602779_2.fastq.gz,ERR2602779,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602781,/data/slow/bdri/azuza/samples/ERR2602781_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602781_2.fastq.gz,ERR2602781,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602787,/data/slow/bdri/azuza/samples/ERR2602787_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602787_2.fastq.gz,ERR2602787,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602790,/data/slow/bdri/azuza/samples/ERR2602790_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602790_2.fastq.gz,ERR2602790,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602804,/data/slow/bdri/azuza/samples/ERR2602804_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602804_2.fastq.gz,ERR2602804,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602811,/data/slow/bdri/azuza/samples/ERR2602811_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602811_2.fastq.gz,ERR2602811,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602818,/data/slow/bdri/azuza/samples/ERR2602818_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602818_2.fastq.gz,ERR2602818,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602591,/data/slow/bdri/azuza/samples/ERR2602591_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602591_2.fastq.gz,ERR2602591,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602833,/data/slow/bdri/azuza/samples/ERR2602833_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602833_2.fastq.gz,ERR2602833,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602837,/data/slow/bdri/azuza/samples/ERR2602837_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602837_2.fastq.gz,ERR2602837,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602842,/data/slow/bdri/azuza/samples/ERR2602842_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602842_2.fastq.gz,ERR2602842,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602598,/data/slow/bdri/azuza/samples/ERR2602598_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602598_2.fastq.gz,ERR2602598,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602599,/data/slow/bdri/azuza/samples/ERR2602599_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602599_2.fastq.gz,ERR2602599,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602601,/data/slow/bdri/azuza/samples/ERR2602601_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602601_2.fastq.gz,ERR2602601,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602623,/data/slow/bdri/azuza/samples/ERR2602623_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602623_2.fastq.gz,ERR2602623,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602571,/data/slow/bdri/azuza/samples/ERR2602571_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602571_2.fastq.gz,ERR2602571,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602636,/data/slow/bdri/azuza/samples/ERR2602636_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602636_2.fastq.gz,ERR2602636,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602637,/data/slow/bdri/azuza/samples/ERR2602637_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602637_2.fastq.gz,ERR2602637,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602646,/data/slow/bdri/azuza/samples/ERR2602646_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602646_2.fastq.gz,ERR2602646,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602650,/data/slow/bdri/azuza/samples/ERR2602650_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602650_2.fastq.gz,ERR2602650,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602651,/data/slow/bdri/azuza/samples/ERR2602651_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602651_2.fastq.gz,ERR2602651,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602654,/data/slow/bdri/azuza/samples/ERR2602654_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602654_2.fastq.gz,ERR2602654,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602659,/data/slow/bdri/azuza/samples/ERR2602659_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602659_2.fastq.gz,ERR2602659,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602799,/data/slow/bdri/azuza/samples/ERR2602799_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602799_2.fastq.gz,ERR2602799,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602590,/data/slow/bdri/azuza/samples/ERR2602590_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602590_2.fastq.gz,ERR2602590,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602575,/data/slow/bdri/azuza/samples/ERR2602575_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602575_2.fastq.gz,ERR2602575,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602677,/data/slow/bdri/azuza/samples/ERR2602677_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602677_2.fastq.gz,ERR2602677,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602683,/data/slow/bdri/azuza/samples/ERR2602683_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602683_2.fastq.gz,ERR2602683,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602704,/data/slow/bdri/azuza/samples/ERR2602704_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602704_2.fastq.gz,ERR2602704,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602710,/data/slow/bdri/azuza/samples/ERR2602710_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602710_2.fastq.gz,ERR2602710,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602713,/data/slow/bdri/azuza/samples/ERR2602713_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602713_2.fastq.gz,ERR2602713,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602721,/data/slow/bdri/azuza/samples/ERR2602721_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602721_2.fastq.gz,ERR2602721,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602722,/data/slow/bdri/azuza/samples/ERR2602722_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602722_2.fastq.gz,ERR2602722,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602581,/data/slow/bdri/azuza/samples/ERR2602581_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602581_2.fastq.gz,ERR2602581,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602733,/data/slow/bdri/azuza/samples/ERR2602733_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602733_2.fastq.gz,ERR2602733,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602737,/data/slow/bdri/azuza/samples/ERR2602737_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602737_2.fastq.gz,ERR2602737,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602741,/data/slow/bdri/azuza/samples/ERR2602741_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602741_2.fastq.gz,ERR2602741,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602758,/data/slow/bdri/azuza/samples/ERR2602758_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602758_2.fastq.gz,ERR2602758,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602777,/data/slow/bdri/azuza/samples/ERR2602777_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602777_2.fastq.gz,ERR2602777,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602785,/data/slow/bdri/azuza/samples/ERR2602785_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602785_2.fastq.gz,ERR2602785,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602794,/data/slow/bdri/azuza/samples/ERR2602794_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602794_2.fastq.gz,ERR2602794,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602802,/data/slow/bdri/azuza/samples/ERR2602802_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602802_2.fastq.gz,ERR2602802,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602836,/data/slow/bdri/azuza/samples/ERR2602836_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602836_2.fastq.gz,ERR2602836,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602606,/data/slow/bdri/azuza/samples/ERR2602606_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602606_2.fastq.gz,ERR2602606,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602638,/data/slow/bdri/azuza/samples/ERR2602638_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602638_2.fastq.gz,ERR2602638,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602643,/data/slow/bdri/azuza/samples/ERR2602643_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602643_2.fastq.gz,ERR2602643,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602649,/data/slow/bdri/azuza/samples/ERR2602649_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602649_2.fastq.gz,ERR2602649,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602653,/data/slow/bdri/azuza/samples/ERR2602653_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602653_2.fastq.gz,ERR2602653,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602673,/data/slow/bdri/azuza/samples/ERR2602673_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602673_2.fastq.gz,ERR2602673,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602693,/data/slow/bdri/azuza/samples/ERR2602693_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602693_2.fastq.gz,ERR2602693,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602699,/data/slow/bdri/azuza/samples/ERR2602699_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602699_2.fastq.gz,ERR2602699,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602703,/data/slow/bdri/azuza/samples/ERR2602703_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602703_2.fastq.gz,ERR2602703,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602728,/data/slow/bdri/azuza/samples/ERR2602728_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602728_2.fastq.gz,ERR2602728,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602735,/data/slow/bdri/azuza/samples/ERR2602735_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602735_2.fastq.gz,ERR2602735,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602736,/data/slow/bdri/azuza/samples/ERR2602736_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602736_2.fastq.gz,ERR2602736,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602749,/data/slow/bdri/azuza/samples/ERR2602749_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602749_2.fastq.gz,ERR2602749,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602750,/data/slow/bdri/azuza/samples/ERR2602750_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602750_2.fastq.gz,ERR2602750,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602587,/data/slow/bdri/azuza/samples/ERR2602587_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602587_2.fastq.gz,ERR2602587,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602789,/data/slow/bdri/azuza/samples/ERR2602789_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602789_2.fastq.gz,ERR2602789,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602800,/data/slow/bdri/azuza/samples/ERR2602800_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602800_2.fastq.gz,ERR2602800,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602806,/data/slow/bdri/azuza/samples/ERR2602806_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602806_2.fastq.gz,ERR2602806,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602819,/data/slow/bdri/azuza/samples/ERR2602819_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602819_2.fastq.gz,ERR2602819,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602600,/data/slow/bdri/azuza/samples/ERR2602600_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602600_2.fastq.gz,ERR2602600,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602602,/data/slow/bdri/azuza/samples/ERR2602602_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602602_2.fastq.gz,ERR2602602,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602609,/data/slow/bdri/azuza/samples/ERR2602609_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602609_2.fastq.gz,ERR2602609,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602610,/data/slow/bdri/azuza/samples/ERR2602610_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602610_2.fastq.gz,ERR2602610,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602611,/data/slow/bdri/azuza/samples/ERR2602611_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602611_2.fastq.gz,ERR2602611,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602613,/data/slow/bdri/azuza/samples/ERR2602613_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602613_2.fastq.gz,ERR2602613,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602574,/data/slow/bdri/azuza/samples/ERR2602574_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602574_2.fastq.gz,ERR2602574,2015,Malawi,Jillian et al. 2021,Malawian H58
ERR2602662,/data/slow/bdri/azuza/samples/ERR2602662_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602662_2.fastq.gz,ERR2602662,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR2602664,/data/slow/bdri/azuza/samples/ERR2602664_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR2602664_2.fastq.gz,ERR2602664,2016,Malawi,Jillian et al. 2021,Malawian H58
ERR279153,/data/slow/bdri/azuza/samples/ERR279153_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR279153_2.fastq.gz,ERR279153,2009,Malawi,"Wong et al, 2015 (global framework)",Malawian H58
ERR279143,/data/slow/bdri/azuza/samples/ERR279143_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR279143_2.fastq.gz,ERR279143,2011,Malawi,"Wong et al, 2015 (global framework)",Malawian H58
ERR279146,/data/slow/bdri/azuza/samples/ERR279146_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR279146_2.fastq.gz,ERR279146,2011,Malawi,"Wong et al, 2015 (global framework)",Malawian H58
ERR279115,/data/slow/bdri/azuza/samples/ERR279115_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR279115_2.fastq.gz,ERR279115,2011,Malawi,"Wong et al, 2015 (global framework)",Malawian H58
ERR360812,/data/slow/bdri/azuza/samples/ERR360812_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR360812_2.fastq.gz,ERR360812,2010,Malawi,"Wong et al, 2015 (global framework)",Malawian H58
ERR1017042,/data/slow/bdri/azuza/samples/ERR1017042_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR1017042_2.fastq.gz,ERR1017042,2005,Unknown,Wong et al. 2016,Outgroup
ERR1017039,/data/slow/bdri/azuza/samples/ERR1017039_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR1017039_2.fastq.gz,ERR1017039,2005,Unknown,Wong et al. 2016,Outgroup
